userName,content,score,at
Salma Azmy,I love this game this game is so so so so so so so so so so so so so so so so so so so good I love this game very very,5,2025-04-09 10:39:36
ISAAC NKUMBA,its impressive,3,2025-04-09 10:37:48
Arhab Rajput,this great game 🎮🎯 I like it ❤️,5,2025-04-09 10:36:22
Darsan Singh,is good game,5,2025-04-09 10:14:09
Kaushal Raj Singh Nayak,2012 se khelra hu! jab 2 saal ka tha dad ke iphone mei khelta tha THEE BESTT GAME OF MAH LIFE! ♡,5,2025-04-09 10:00:35
Noorjahan Ali,my childhood favorite game 🥰🤗,5,2025-04-09 09:57:46
Ruma Roy,this is a best game in the world so beautiful just looking like a vow,5,2025-04-09 09:45:47
Ayan Ansari,😁😁😁,5,2025-04-09 09:43:55
Ravi Raj,so much ads😮‍💨,1,2025-04-09 09:40:32
KeruOni (ONKI),Currently I'm having issues with loading my account and game : It's literally impossible for me to log into my account with Facebook/Playgames and even if I somehow log into them the game won't even load in which is annoying but I'm still trying to make it work .,2,2025-04-09 09:37:11
Durga Adithya Siddharth Bhattiprollu,this is a amazing game,5,2025-04-09 09:31:53
Balkrishna Shrestha,i scored 12177280 but ad came i mistaken clicked on ad and opened play store and when i came back it restarted i literally fulll of angeeeeeerrrrrrrrrr °@#£%° 😠 😡 👿 😤 🥹 i lost my score 😢 plz 🙏 recover my score 🙏 🙏 🥹,1,2025-04-09 09:27:52
subhra Samanta,superb,4,2025-04-09 09:21:13
Zain Ali,very good,5,2025-04-09 09:17:32
ravindra sharma,i love this game 🎮,5,2025-04-09 08:57:52
Sunil Patel Patel,this game is I like because,3,2025-04-09 08:50:00
aima Butt,good,5,2025-04-09 08:47:48
Aidenne reign Federico,I cant download this app because it says that its not compatible with my phone i decided to download temple run since this app cant be downloaded on my phone so its a bit sad for me why i cant download it but i prefer temple run for the people who can't download this,1,2025-04-09 08:36:08
Saloni Naikdhure,BEST GAME EVER,5,2025-04-09 08:33:00
chomzy beauty,it is so good,5,2025-04-09 08:26:19
Mahmoud Hassan Zalabany,There is a problem with this new update the game is lagging guys it keep shuting down  :(,5,2025-04-09 08:21:54
Etiemite Desmond Oghenekome,good game,4,2025-04-09 08:21:38
Hmingmawii Renthlei,funBallingane 👌👍,5,2025-04-09 08:21:05
Elle Lopez,"Why 1 star, because it erases my data like. I Grind the achievements to get some keys so I can max out my hoverboard, but a day after I maxed it out my data gone it starts again. fix this bug pls",1,2025-04-09 08:15:20
Santhu Vudatha,This is my favourite game,5,2025-04-09 08:10:19
Sristi Chaudhary,I love this game🥳😘😘😘😘😚😚,5,2025-04-09 08:02:24
Lesiba William,😌🫵🏼🔥🔥🔥,5,2025-04-09 08:01:11
Christian Steffan,I LOVE IT IT'S AMAZING LIKE OMG,5,2025-04-09 07:38:16
Niyamat Khan,acha hai,5,2025-04-09 07:36:23
Sunny Masih,😁😁😁😁,5,2025-04-09 07:31:50
Jessy,Played once again after 2 years got almost 269k score. checked on a different phone if I was on the leader board. I wasn't. can you fix this?,4,2025-04-09 07:29:24
Kotti 1985,super,3,2025-04-09 07:19:37
ARATI MAGAR,this game is so amazing and good,5,2025-04-09 07:17:57
Gunjan Thapa,it's a good game and very fun to play but too much ad is coming,4,2025-04-09 07:08:28
Ruqaiyya Khan,"l love to play this game it's a very exciting game from me 😁, I break records 😎 and I love the characters 👍✨",5,2025-04-09 06:57:32
Ali Sodha,best game everr,5,2025-04-09 06:49:42
saba khan,gambling advertisements.! seriously?,1,2025-04-09 06:44:10
Avni Chaudhary,I am good player,5,2025-04-09 06:43:38
sowbhagya Sow,this is my childhood it's memories of all gen z s,5,2025-04-09 06:34:41
Shahjan Muhammad,Very nice game I have a lot of good memories with this game,5,2025-04-09 06:15:03
Akshaya akki,good,5,2025-04-09 06:04:03
Rosanne Erickson,it's a really good,4,2025-04-09 05:55:16
Sara Angela,good!,5,2025-04-09 05:46:18
Edmond Khalaf,"I love this game , I'd play this game when I was a child a 9 years old",5,2025-04-09 05:32:47
Usha Dukiya,I am in love with this game 😍🎯,5,2025-04-09 05:30:37
Vishal Patni,best games for the world,5,2025-04-09 05:29:34
Shradha Shradha,this fame is soooooo....... good,5,2025-04-09 05:27:19
Nandni Aggarwal,nice game 😏🥴,1,2025-04-09 05:21:15
Kushal Singh,this game is very good game game bahut Achcha hai Subway Surfers game Ek real story bhi hai agar aap Dekhe to padh sakte hain is game mein bahut bade hi score hai Paar karne Jaisa Hai game,5,2025-04-09 05:21:11
Charles Fatu,it is so fun and it keeps you chill and busy,5,2025-04-09 05:04:36
Arti,"this game is very good my favourite game but I haven't received a single medal yet whereas my score is 3.6 million plus everyone else is getting it, please all subway surfers do something",5,2025-04-09 04:56:38
Sri Lakshmi,it's good but when you complete jakes score there nothing except events skins over all fun but the events are not fun as much,3,2025-04-09 04:51:54
Sompa Chakraborty,fantastic game🔪💜,5,2025-04-09 04:50:02
Mercado Family,"this is a good game, try it!",5,2025-04-09 04:49:08
Maryam Hasnat,this game was my fav from the start I still play it and it's a perfect time pass in hospital or plans etc .. but does this really have no ending?,5,2025-04-09 04:40:18
Thanu Krishna,very good,5,2025-04-09 04:35:45
Tanaji Mahagaonkar,nice to meet this game ✨🌼.,5,2025-04-09 04:33:42
Adam Fisher,"cringe tbh tho you need more power ups and better upgrades, AND STOP RIGGING IT!!!",1,2025-04-09 04:28:21
Markedgar Supetran,this should be 5 stars but i rated it 4 cuz it's needs big space for you to download ✌🏻,4,2025-04-09 04:26:47
Tumpa Sarkar,it is addictive I am obsessed with it,5,2025-04-09 04:14:24
Prasanth Kumar,Nice GAME,5,2025-04-09 04:09:00
MCALISATERCPU kevzee,approved,5,2025-04-09 04:00:57
Sudhir Srivastav,These game is to long,5,2025-04-09 03:52:11
Hunter Beazley,so good,5,2025-04-09 03:47:54
Yaeshan,too much ads. 😔🥀🥀,1,2025-04-09 03:46:29
Lorren Whittington,it's fun and relaxing to play but it isn't really hard and I love a hard challenge p.s the running is very slow....boring,4,2025-04-09 03:25:14
Dirtymoney Blue,love it,5,2025-04-09 02:55:52
Rafikul King,Nice 🙂 🙂 👍 game,5,2025-04-09 02:54:04
annalie gallegos,my favorite game i feel like an iPad kid,5,2025-04-09 02:16:44
Dnydrique Thomas,I rate it 5 stars it reminds me of the good old times when life felt more interesting.,5,2025-04-09 01:54:54
Kaidyn Hayes,w game I really love this,5,2025-04-09 01:53:20
Alex,love it!,5,2025-04-09 01:26:07
Cyrus John Aclon,i made to the end i am Pro,5,2025-04-09 01:19:56
Swarupa,super,5,2025-04-09 01:11:50
Aaron Deloz Reyez,I like subway surfers,5,2025-04-09 00:50:03
Mukul Lad,👍🏻,5,2025-04-09 00:47:01
Anickha Baculanta,I played this game like I was 8 it's so much fun it brings nostalgia 🥲I rate it 5!,5,2025-04-09 00:44:05
Brijesh Mishra,very good game 🎮,5,2025-04-09 00:40:15
Dillon,One of the best mobile games! And a classic.,5,2025-04-09 00:25:01
Andrew Cardoza,it's a good thing for the kiddiés,5,2025-04-09 00:17:08
Krystal Velázquez,good game very entertaining,5,2025-04-09 00:02:31
Sonam Sah,dest game,5,2025-04-08 22:04:26
David Penfold,"playing for 10+years everything has been wiped off 55000 + coins 400+keys 500+ keys ,but high score still showing.12,000,000+ not happy.",1,2025-04-08 21:57:29
Inege Alice,I can't use keys,1,2025-04-08 21:38:20
Leeum Kash,it's soooo cheeks too much goofy ads on goofy games,1,2025-04-08 21:31:06
Isaiah,a good offline game and online game😁,5,2025-04-08 21:27:34
Queen Achiloko,I really love this game,4,2025-04-08 20:56:35
Anto Rohan,good game I like this,5,2025-04-08 20:51:20
Glegend 19 on TikTok,with and without wifi W,5,2025-04-08 20:31:48
Brossman Camacho,it got cancelled,1,2025-04-08 20:31:21
Gabriel Brown,pure fun and good,5,2025-04-08 20:29:10
Gregg Bratko,10/10 game but u should add flappy bird and your Jake and a skateboard under you,5,2025-04-08 20:26:29
Nduh Somtochukuw C,best graphics,5,2025-04-08 20:12:25
عبده الوصابي,حلو,5,2025-04-08 20:04:21
Ahmed Attay,I'm ishowhspeed and loved another acaunt and this game is so goo5 thank you for posting it as so goodykh,5,2025-04-08 19:44:34
AON AHMED CHAUDHRY,I love this game . I'm playing this game from the age of a little girl😇😇,5,2025-04-08 19:42:59
Adetunji Fareedah,it's nice,5,2025-04-08 19:39:24
TJ Hoggard,best game ever.,5,2025-04-08 19:36:49
Onesimus Sikwangala,"I mean, it's subway surfers!",5,2025-04-08 19:32:58
Kasim Kalam,"I had started playing subway surfers since my childhood. For a normal person it's just a game, but for me it's an emotion. Loved this game a lot and enjoyed too. ❤️",5,2025-04-08 19:16:22
Jose Olivares,so good,5,2025-04-08 19:02:50
Aafiya Sultana,it is more interesting game,5,2025-04-08 18:52:58
Rashad Bhimjee,It's a fun game,5,2025-04-08 18:47:49
Ruth Wanjohi,nice game,3,2025-04-08 18:40:24
Iroro SJ Providence,"nice, before it was difficult to play ads or join online competition. it's cool now.",5,2025-04-08 18:36:46
Said Badshah,good,5,2025-04-08 18:30:38
Iqra Baig,Goooooooood,5,2025-04-08 18:27:10
ابوالفضل صفری,great,5,2025-04-08 18:23:26
Sahanaj Parvin,best game 🎮,5,2025-04-08 18:12:29
UKMURIDCOMMUNITY London,you can do tricks,5,2025-04-08 18:11:04
Company Man,more money 💰,5,2025-04-08 17:56:53
Mase Kopolo,I love this game it helps me calm down my anger,5,2025-04-08 17:56:21
Ang Blue,good game I love it it is very fun,5,2025-04-08 17:43:22
Abhilasha Sachdeva,it was ten on ten game 🌹🌹,5,2025-04-08 17:40:35
Huzaifa Haider,i like his game,5,2025-04-08 17:33:32
Jagriti Tiwari,i loved this game,5,2025-04-08 17:32:51
Damien,"bring the old subway surfers back, good game tho",3,2025-04-08 17:21:08
Trymore Nguste,I think 🤔 it is good for kids to improve their overall performance,5,2025-04-08 17:20:35
Sylver Nelson,played it alot as a kid and love the fact that you can't die cause hoverboard is always available tgas why I play this game when am bored and it really help keep me completely on track ⭐⭐⭐⭐⭐,5,2025-04-08 17:16:04
Jackson Jones,Highly recommend this one. I love this game 💯🔥💯💯,5,2025-04-08 17:13:59
Owen McCrudden,👍,4,2025-04-08 17:10:18
Sumit Kashyap,very strong,5,2025-04-08 17:04:19
Akinyi moureen,Ok,5,2025-04-08 16:58:24
Sikelela Zulu,I love this game so much since I was a kid and I still love it 😁,5,2025-04-08 16:49:16
Samuel Blessing,very interesting game,5,2025-04-08 16:34:41
Hamta Sadeqi,literal nostalgia,5,2025-04-08 16:32:53
Anup Jambhule,No logic game,1,2025-04-08 16:22:59
Fol Siling,This is very enjoy avel game,5,2025-04-08 16:22:53
Cherry Bigger,I like that it makes me feel like I can adventure everything. and it makes me feel unstoppable=P,5,2025-04-08 16:22:12
Farhan Mehmood,this game is very amazing but i think so you need to include kop version in this game to make this more amazing and super 😉,5,2025-04-08 16:17:12
GHULAM RASOOL,old is gold The OG game,5,2025-04-08 16:06:45
Farha Naaz,it is very precious game and great you enjoy it very much bro...,5,2025-04-08 15:59:04
Samar Rana,love this game 🎮 ❤️ 🙌,5,2025-04-08 15:47:28
Hamza Zedodo,i can't use my keys after i lose.wth!! i updated the game and still nothing😡,1,2025-04-08 15:47:10
Jacque Maina,This is the best game ever . New updates that are amazing 👍👍👍👏👏,5,2025-04-08 15:38:39
Yesh upedyaya,GOOOK,5,2025-04-08 15:28:34
Brenda Wilson,l love 😍,1,2025-04-08 15:25:33
Luke Anderson,"It amazing but i want to recommend that at least let they add some abilities to the runners so when purchasing a runner it not because of is appearance only the should give character abilities like double jump, i mean they should give different abilities to each character it would make the game more amazing, i really hope in hearing a response thank you.",5,2025-04-08 15:24:06
Michael Sithole,the game is good and is enjoyable everytime when I play it,5,2025-04-08 15:21:10
Joan Irungu,"the game keeps on glitching and you loose all the points, coins and mystery boxes when it does",1,2025-04-08 15:19:38
Enrique Fernandes,pls add something like account save mistakely deleted my burger skin went of the and i was scoring high but feeling sad about losing all progress 😢,5,2025-04-08 15:14:04
Gielyn Sofia Laroya,very nice and good,5,2025-04-08 15:13:19
Nurina Ali,i love it the one thing i dont like it is key we get key but we would not save us we have to take break,3,2025-04-08 15:10:50
Samith Sibi,i like the game but the amouny of adds is crazy.i dont know why there is so many ads.for a reward of a stupid hat.its just stupied.i miaa thw old subway surfer. did u know the 911 started with an explosion at the below level thwn the 2 airplane.uta crazy hiw they manged to do such thing if u read all that i love u but go do something bettwr with your like dude get a girl and live your life happily.i couldn't atleast u do,5,2025-04-08 14:54:50
Sanjivkumar Nonia,buti full game 🎮,5,2025-04-08 14:54:45
VaraLaxmi Lakkireddy,nice game,4,2025-04-08 14:49:01
Aribemaad Aribemaad,this is the best game,5,2025-04-08 14:49:01
Boomika .s,best game 😎,5,2025-04-08 14:40:34
Divya 86,I like this one game /I love you very much this 😀😀🔥🔥🫀🫀⚡️⚡️💯💯,5,2025-04-08 14:36:33
S Shaikh,I will give you 5 star but I have 1 complent for you their are many hacker and normal players are not done their score . please blocked the hacker,5,2025-04-08 14:35:12
Wilson Kunene,successful game like this should be added to appstore,5,2025-04-08 14:17:18
Babita Joshi,this is a wonderful game,5,2025-04-08 14:11:01
Rajesh Kumar,this game gust ate . I like this 😀,4,2025-04-08 14:10:49
UNKNOWN GAMING,good ho gaya,5,2025-04-08 13:59:01
Jeannette Bartholet,life changing app fun to play while listing to Reddit stories,5,2025-04-08 13:51:02
Melvin Osico,wow it's really good game and offline,5,2025-04-08 13:36:36
Leo Emmanuel,Its cool,5,2025-04-08 13:33:49
Prerna Suman,"It's so fun and good to play .Even you get mystery boxes , gifts , keys etc.The best game in the history of milky way galaxy ( lol ) but really good game",5,2025-04-08 13:28:30
Mardee Arkin,i love this so much,5,2025-04-08 13:22:48
david ekomwenrenren,this game is very good. I'm joining back after 4 years and I still love it! the only thing I'm not happy about is that it's very hard to get skins. Could you please make getting skins easier?,4,2025-04-08 13:22:13
Mary Ybañez,its fun my goddd💔💔💔,5,2025-04-08 13:08:33
eman abdelmoez,Good,5,2025-04-08 13:05:45
Angel Janagap,yep this game amazing 😍!,5,2025-04-08 13:05:09
Bilal Naveed,it is very experienced. Have new updates it is useful for ur timepass😃,5,2025-04-08 13:03:07
Yusuf Samuel Waliu,The game is just so awesome 🔥🔥🔥😻,5,2025-04-08 12:59:18
Aditya Sharma,superb game,5,2025-04-08 12:56:53
Lala Tolibas,Amazing game!Anyone must play this game,5,2025-04-08 12:43:32
